Source;Target;Weight
383;384;0.004
223;221;0.02
223;222;0.02
223;216;0.004
223;224;0.004
223;139;0.004
321;139;0.048
321;242;0.004
321;241;0.004
321;4;0.008
321;385;0.004
321;258;0.044
321;182;0.028
59;386;0.008
59;95;0.004
59;56;0.008
59;57;0.008
59;58;0.008
59;60;0.004
387;182;0.004
387;4;0.004
387;139;0.004
387;258;0.004
388;389;0.008
388;203;0.004
134;132;0.008
134;133;0.008
88;89;0.004
88;11;0.004
88;384;0.008
88;186;0.008
91;4;0.004
390;238;0.012
390;249;0.052
390;349;0.008
391;30;0.012
391;31;0.012
391;32;0.012
392;361;0.004
11;89;0.004
11;7;0.004
11;9;0.004
11;10;0.004
11;12;0.004
353;393;0.008
353;203;0.008
41;10;0.004
41;4;0.016
41;37;0.016
41;42;0.016
14;253;0.004
14;173;0.008
14;288;0.004
132;133;0.008
394;1;0.012
394;64;0.008
105;106;0.02
105;370;0.004
105;108;0.008
105;109;0.008
263;1;0.004
263;4;0.004
263;241;0.008
263;139;0.008
263;212;0.004
395;384;0.004
395;382;0.004
396;397;0.004
296;281;0.008
296;1;0.008
322;239;0.008
322;4;0.012
322;102;0.012
322;89;0.004
398;122;0.084
398;399;0.012
398;342;0.004
400;333;0.016
222;221;0.024
222;401;0.012
222;378;0.004
222;402;0.004
139;215;0.004
139;241;0.148
139;242;0.112
139;4;0.128
139;46;0.032
139;12;0.004
139;224;0.02
139;239;0.004
139;403;0.008
139;331;0.016
139;256;0.008
139;257;0.016
139;191;0.004
139;258;0.068
139;182;0.064
139;266;0.008
139;1;0.004
139;155;0.004
139;212;0.012
139;374;0.004
139;404;0.004
139;251;0.004
139;324;0.004
139;116;0.004
139;261;0.004
139;181;0.004
139;405;0.004
261;64;0.02
261;156;0.02
261;258;0.016
261;4;0.004
406;47;0.008
66;37;0.004
66;407;0.004
66;408;0.004
208;209;0.016
78;303;0.016
409;410;0.004
409;324;0.004
409;171;0.004
64;65;0.016
64;4;0.048
64;1;0.012
64;37;0.008
64;50;0.004
64;156;0.016
64;258;0.016
64;67;0.004
411;206;0.004
411;255;0.004
191;4;0.004
191;242;0.004
220;216;0.008
220;402;0.004
220;412;0.004
220;147;0.004
413;303;0.004
413;359;0.104
413;46;0.06
413;265;0.024
413;32;0.04
413;360;0.044
413;87;0.008
413;4;0.012
413;414;0.008
413;166;0.012
413;127;0.032
289;42;0.008
384;186;0.008
384;382;0.004
286;415;0.008
286;184;0.008
416;335;0.004
326;12;0.012
326;172;0.012
156;382;0.008
156;258;0.032
156;252;0.052
156;46;0.008
156;4;0.004
156;200;0.04
156;305;0.004
156;324;0.004
156;417;0.008
156;155;0.008
156;157;0.004
156;306;0.004
156;349;0.004
156;389;0.004
418;419;0.008
258;382;0.004
258;253;0.004
258;243;0.004
258;200;0.008
258;182;0.044
258;46;0.004
258;4;0.012
258;241;0.004
280;281;0.004
280;282;0.004
294;84;0.016
294;293;0.004
294;4;0.004
294;238;0.004
294;420;0.008
294;421;0.008
422;423;0.004
82;284;0.004
301;165;0.004
323;4;0.02
323;168;0.004
323;424;0.004
323;246;0.004
224;206;0.016
224;221;0.008
224;4;0.012
224;250;0.004
224;347;0.012
224;425;0.004
224;255;0.004
224;238;0.004
224;171;0.004
224;1;0.004
224;182;0.004
426;267;0.008
305;324;0.004
305;97;0.004
305;165;0.004
189;212;0.004
189;192;0.004
189;193;0.004
427;428;0.004
421;420;0.008
421;84;0.008
374;206;0.004
374;255;0.004
342;122;0.004
342;399;0.004
102;318;0.016
102;311;0.032
102;239;0.008
102;4;0.016
102;101;0.032
102;89;0.056
102;24;0.004
102;273;0.012
144;429;0.004
307;246;0.008
307;168;0.008
307;306;0.008
307;249;0.008
307;116;0.008
430;182;0.004
430;4;0.004
359;239;0.028
359;431;0.028
359;46;0.04
359;265;0.048
359;32;0.028
359;360;0.02
359;432;0.004
359;303;0.004
359;127;0.024
68;8;0.004
433;84;0.004
238;4;0.04
238;171;0.02
238;22;0.004
238;292;0.008
238;249;0.008
238;293;0.012
238;1;0.004
434;361;0.008
287;45;0.012
287;4;0.008
381;312;0.008
381;311;0.004
259;253;0.004
259;260;0.004
259;435;0.02
251;256;0.004
251;46;0.008
251;4;0.004
251;171;0.012
212;1;0.004
212;241;0.012
212;331;0.004
212;242;0.008
147;216;0.004
147;219;0.004
12;4;0.028
12;116;0.004
12;172;0.068
12;173;0.004
12;1;0.072
12;2;0.072
12;226;0.004
12;155;0.008
12;7;0.004
12;9;0.004
12;10;0.004
42;4;0.02
42;37;0.016
42;436;0.004
42;219;0.02
42;206;0.004
42;50;0.004
42;247;0.004
42;87;0.004
45;8;0.004
45;182;0.004
45;4;0.052
45;1;0.016
45;46;0.004
313;437;0.004
313;84;0.008
313;311;0.012
313;312;0.012
111;226;0.008
111;221;0.004
438;87;0.008
438;432;0.004
438;166;0.004
438;239;0.004
415;184;0.008
264;255;0.028
264;269;0.008
264;365;0.004
264;206;0.004
23;24;0.008
439;368;0.004
65;4;0.016
172;4;0.032
172;361;0.008
172;173;0.004
172;155;0.008
408;440;0.004
408;407;0.004
441;442;0.004
441;443;0.016
260;253;0.016
320;171;0.004
241;215;0.004
241;242;0.096
241;239;0.004
241;403;0.008
241;331;0.016
241;46;0.008
241;266;0.004
241;4;0.004
241;182;0.004
133;235;0.008
133;181;0.012
175;4;0.008
47;4;0.024
47;338;0.004
47;339;0.004
47;1;0.004
47;37;0.004
271;270;0.004
271;206;0.004
271;272;0.004
87;239;0.02
87;4;0.048
87;247;0.012
87;46;0.024
87;50;0.012
87;432;0.004
87;166;0.004
378;203;0.008
378;401;0.008
378;379;0.004
378;380;0.004
37;4;0.036
37;347;0.008
37;44;0.02
37;67;0.02
37;46;0.004
37;1;0.004
37;49;0.008
37;50;0.004
424;246;0.008
424;168;0.008
424;249;0.004
424;116;0.004
214;4;0.004
444;370;0.008
324;410;0.004
324;171;0.004
239;431;0.028
239;4;0.02
338;4;0.004
338;339;0.004
256;257;0.004
215;242;0.004
215;46;0.004
402;412;0.004
402;401;0.004
393;203;0.008
445;435;0.004
235;181;0.008
235;24;0.004
235;182;0.004
235;90;0.004
235;405;0.032
268;335;0.02
268;4;0.004
268;377;0.004
420;382;0.004
420;446;0.008
420;84;0.008
50;46;0.004
50;247;0.008
50;4;0.004
447;30;0.008
447;32;0.004
273;89;0.004
273;311;0.004
448;335;0.004
67;449;0.004
246;382;0.008
246;168;0.064
246;306;0.008
246;249;0.048
246;116;0.052
246;450;0.004
246;451;0.004
246;247;0.004
249;168;0.048
249;306;0.008
249;116;0.052
249;450;0.004
249;451;0.004
249;382;0.004
249;247;0.004
249;4;0.004
249;171;0.004
257;4;0.008
257;182;0.004
385;4;0.004
311;312;0.072
311;101;0.024
311;452;0.024
311;4;0.024
311;89;0.004
46;265;0.012
46;32;0.012
46;360;0.036
46;252;0.004
46;247;0.004
46;171;0.02
46;243;0.004
46;49;0.004
46;4;0.016
46;24;0.016
46;453;0.012
46;182;0.004
46;90;0.004
46;180;0.004
1;2;0.08
1;3;0.008
1;4;0.06
1;267;0.004
1;266;0.004
1;454;0.008
1;49;0.004
1;455;0.028
1;281;0.036
1;456;0.004
1;252;0.008
1;62;0.004
1;293;0.004
1;270;0.004
1;226;0.004
254;255;0.02
254;365;0.004
247;168;0.004
247;116;0.004
247;4;0.004
253;4;0.008
253;243;0.004
379;380;0.004
365;255;0.004
221;216;0.008
221;401;0.004
221;226;0.004
22;21;0.004
22;292;0.004
22;171;0.004
146;4;0.016
10;7;0.004
10;9;0.004
266;267;0.012
266;4;0.004
266;242;0.004
455;281;0.028
455;456;0.004
377;206;0.008
377;255;0.008
171;4;0.04
171;292;0.032
171;243;0.004
171;410;0.004
171;347;0.02
171;361;0.02
171;457;0.004
171;458;0.012
450;168;0.004
450;116;0.004
60;56;0.004
60;57;0.004
60;58;0.004
137;234;0.008
137;136;0.008
122;123;0.008
122;399;0.016
62;4;0.008
62;162;0.004
62;157;0.004
62;106;0.004
293;4;0.004
89;318;0.02
89;4;0.032
89;101;0.008
89;24;0.004
331;242;0.016
331;403;0.004
157;155;0.004
157;106;0.004
370;106;0.004
386;56;0.004
281;456;0.004
281;282;0.004
3;49;0.004
3;4;0.004
3;255;0.012
155;200;0.004
155;306;0.004
155;349;0.004
255;206;0.02
255;269;0.008
255;459;0.004
255;460;0.012
255;106;0.004
451;168;0.004
451;382;0.004
451;116;0.004
84;4;0.008
203;4;0.004
203;389;0.004
192;193;0.004
154;347;0.012
234;136;0.012
234;233;0.004
49;4;0.052
116;168;0.052
116;306;0.008
116;382;0.004
116;4;0.004
57;56;0.032
57;58;0.008
17;160;0.004
17;461;0.004
226;2;0.004
226;4;0.004
164;165;0.008
4;318;0.008
4;80;0.02
4;216;0.012
4;267;0.004
4;382;0.008
4;361;0.016
4;454;0.008
4;347;0.012
4;242;0.008
4;206;0.008
4;339;0.004
4;182;0.024
4;127;0.004
4;179;0.012
4;24;0.008
4;180;0.004
4;90;0.008
4;292;0.004
4;404;0.024
4;2;0.012
4;452;0.024
4;312;0.024
4;462;0.004
4;453;0.008
32;30;0.072
32;31;0.024
32;166;0.028
32;265;0.02
32;136;0.004
404;182;0.004
404;361;0.008
277;97;0.004
31;30;0.028
243;30;0.008
8;182;0.004
463;464;0.02
465;401;0.008
275;435;0.004
270;382;0.008
270;2;0.004
270;119;0.004
270;206;0.008
270;272;0.008
360;265;0.012
360;312;0.004
360;127;0.008
180;179;0.004
180;90;0.008
230;119;0.012
347;361;0.02
452;312;0.032
56;97;0.004
56;58;0.008
382;168;0.008
382;200;0.004
136;74;0.004
136;166;0.004
335;106;0.004
425;206;0.004
97;165;0.004
97;278;0.004
97;279;0.004
279;278;0.004
30;166;0.004
165;282;0.004
216;219;0.004
460;106;0.004
242;403;0.004
349;306;0.004
168;306;0.008
181;24;0.004
181;182;0.008
181;90;0.004
101;24;0.004
219;206;0.004
466;333;0.004
272;206;0.008
9;7;0.004
24;179;0.016
24;182;0.016
24;90;0.016
179;90;0.004
432;166;0.004
182;90;0.008
