Source;Target;Weight
169;191;0.428
169;156;0.24
81;76;0.522
81;77;0.516
81;74;0.345
81;75;0.561
81;78;0.296
81;215;0.549
81;224;0.114
77;76;3.182
77;78;1.239
77;82;2.052
77;74;0.607
77;75;0.495
77;215;0.597
77;83;1.402
77;84;1.066
77;85;1.368
225;226;1.114
87;227;0.41
87;16;0.88
87;90;1.036
87;228;0.54
87;88;0.476
87;89;0.236
87;18;0.448
20;21;1.191
20;22;0.867
20;23;0.9
20;24;0.594
229;230;2.084
144;145;0.48
144;146;0.92
231;232;0.48
231;208;0.48
233;232;0.48
181;180;2.078
181;165;0.584
181;179;1.254
181;173;0.554
181;222;2.292
181;175;0.73
181;167;1.28
181;168;0.218
181;223;0.744
181;171;0.876
39;40;3.122
39;234;1.264
39;235;0.6
39;31;1.174
39;32;0.454
39;33;0.358
39;34;0.388
39;35;1.18
39;36;0.448
39;37;0.358
39;1;0.356
39;41;0.36
39;42;0.928
39;43;1.092
39;2;0.802
39;44;0.452
39;46;0.576
39;3;0.586
39;47;0.328
39;48;0.44
39;49;0.388
39;4;0.586
39;5;0.346
39;50;0.692
39;51;0.738
39;52;0.328
156;197;2.534
156;190;2.059
156;191;2.372
156;188;0.321
156;193;1.005
156;198;2.107
156;194;1.606
156;189;0.546
156;192;0.148
156;195;0.544
156;196;0.232
156;167;0.3
46;31;1.174
46;32;0.454
46;33;0.358
46;34;0.388
46;35;1.18
46;36;0.448
46;37;0.358
46;1;0.356
46;40;1.466
46;41;0.36
46;42;0.928
46;43;1.929
46;2;0.802
46;44;1.544
46;3;0.586
46;47;1.702
46;48;0.77
46;49;0.388
46;4;1.771
46;5;1.594
46;50;2.729
46;51;1.575
46;52;0.328
46;55;1.632
46;56;1.878
46;6;0.84
46;57;2.502
46;136;0.555
46;137;0.522
46;138;0.288
157;21;3.446
157;163;0.556
157;164;0.662
157;159;0.388
157;125;1.108
157;160;0.472
157;236;0.404
157;237;0.392
157;28;1.4
157;154;0.594
157;158;1.62
157;238;1.216
157;214;0.728
157;98;0.304
157;239;0.304
157;118;0.304
76;78;1.446
76;85;0.95
76;74;0.182
76;82;2.908
76;83;2.94
76;84;2.312
177;175;0.21
177;173;0.252
177;178;0.22
177;168;0.61
177;180;0.632
240;122;0.57
240;148;0.34
171;167;1.506
171;168;0.294
171;170;0.468
171;180;0.876
171;179;0.81
171;222;2.076
171;223;0.744
211;212;0.696
211;124;0.63
211;241;0.36
211;213;0.756
211;102;0.348
211;11;0.405
211;113;1.267
211;25;0.285
211;119;0.745
211;164;0.348
211;114;2.333
211;214;0.376
211;242;0.15
211;100;0.315
211;101;0.666
211;118;0.308
211;63;0.072
211;115;0.192
211;28;0.402
211;75;0.276
211;243;0.184
55;36;0.968
55;40;0.42
55;129;2.206
55;3;1.892
55;133;1.062
55;6;2.302
55;52;0.6
55;5;2.42
55;235;0.216
55;137;0.476
55;58;0.288
55;134;0.225
55;135;0.18
55;183;0.552
55;43;0.378
55;44;0.888
55;47;1.452
55;56;2.46
55;4;1.074
55;50;1.482
55;57;1.836
55;51;0.378
90;88;1.54
90;89;1.68
90;18;1.576
90;16;0.86
90;244;0.174
245;158;0.964
245;105;0.96
245;237;0.512
67;65;1.074
67;66;0.338
67;31;0.328
67;68;0.906
67;32;0.802
67;69;1.24
67;35;0.502
67;70;1.418
67;2;0.406
67;44;0.388
67;33;0.906
67;72;0.46
195;194;1.28
195;189;0.39
195;191;0.52
195;196;1.312
195;193;0.33
195;198;1.26
195;190;1.064
195;192;0.788
195;188;0.216
195;197;0.116
195;172;0.164
196;194;1.136
196;189;0.208
196;191;0.677
196;193;0.394
196;198;1.206
196;190;1.236
196;192;0.388
196;188;0.208
97;121;0.674
97;92;0.348
97;246;0.17
97;93;0.292
97;66;0.504
97;29;0.23
97;94;0.166
136;35;0.306
136;2;0.476
136;130;0.942
136;137;0.921
136;48;1.355
136;5;0.236
136;51;0.288
136;138;0.567
136;57;0.471
136;4;0.304
212;164;0.412
212;213;0.76
212;113;1.335
212;114;0.6
212;214;0.44
212;124;0.255
212;241;0.3
212;102;0.288
212;11;0.345
212;25;0.225
212;119;0.429
130;36;0.286
130;129;0.394
130;44;1.302
130;48;1.644
130;49;0.766
130;6;0.466
130;50;1.006
130;51;1.234
130;52;0.436
130;108;0.3
130;35;0.976
130;2;1.146
130;137;1.03
130;5;0.906
130;70;0.598
130;183;0.51
130;40;0.498
130;43;0.686
130;3;0.49
130;47;0.806
130;133;0.504
130;57;0.502
24;127;0.324
24;128;0.422
24;23;2.097
24;121;0.222
24;25;0.246
24;247;0.471
24;27;0.144
24;159;0.339
24;22;0.987
24;21;0.084
24;154;0.456
66;92;0.258
66;93;0.816
66;246;0.642
66;69;0.604
66;29;0.272
66;94;0.208
66;65;0.204
66;31;0.126
66;68;0.162
66;32;0.108
66;35;0.3
66;70;0.208
66;2;0.204
66;44;0.186
172;165;0.74
172;173;1.18
172;168;0.334
172;180;0.156
172;178;0.744
172;223;0.254
172;167;0.574
172;194;0.192
172;197;0.128
172;189;0.258
172;191;0.132
172;192;0.276
103;124;0.884
103;104;1.382
103;213;0.465
103;100;1.305
103;101;0.713
103;125;0.74
103;102;0.501
103;123;0.726
103;238;0.482
92;93;1.388
92;94;0.554
92;95;0.532
92;246;0.426
31;65;0.194
31;68;0.152
31;32;2.296
31;69;0.458
31;35;2.666
31;70;0.198
31;2;1.594
31;44;1.226
31;33;1.274
31;34;3.296
31;36;1.046
31;37;0.956
31;1;0.954
31;40;3.858
31;41;0.958
31;42;1.526
31;43;1.69
31;3;1.184
31;47;1.367
31;48;1.038
31;49;0.986
31;4;1.184
31;5;1.256
31;50;1.29
31;51;1.336
31;52;0.926
31;56;0.749
31;129;0.336
31;133;0.348
82;78;1.77
82;85;1.432
82;74;0.576
82;83;2.604
82;84;1.932
88;89;1.574
88;18;1.216
88;248;0.79
249;242;0.44
89;18;0.456
93;94;0.338
93;95;0.542
93;71;0.586
93;29;0.344
93;65;0.686
93;121;0.104
7;11;0.678
7;8;0.08
7;9;0.08
7;159;0.33
7;250;0.225
224;134;0.244
224;251;0.336
252;253;0.98
142;140;0.448
142;141;0.688
63;64;1.85
14;13;1.28
237;160;0.32
237;158;0.692
237;105;0.688
237;114;0.21
237;154;0.22
237;214;0.12
237;25;0.262
237;254;0.322
237;236;0.224
237;255;0.112
237;27;0.322
237;23;0.168
237;159;0.102
237;21;0.528
237;125;0.462
237;28;0.608
160;118;1.628
160;119;1.372
160;150;0.632
160;210;0.38
160;101;0.48
160;113;0.472
160;159;0.256
160;21;0.568
160;125;0.502
160;236;0.15
160;28;0.648
94;95;0.126
94;29;0.184
137;35;0.25
137;2;0.42
137;48;1.042
137;5;0.916
137;51;0.232
137;4;1.17
137;138;0.438
137;57;0.438
137;36;0.476
137;235;0.468
137;58;0.54
3;1;0.99
3;2;1.22
3;4;1.06
3;5;1.464
3;6;2.266
3;32;0.464
3;33;0.368
3;34;0.398
3;35;1.2
3;36;1.334
3;37;0.368
3;40;2.082
3;41;0.37
3;42;0.938
3;43;1.398
3;44;0.908
3;47;0.754
3;48;0.45
3;49;0.398
3;50;0.792
3;51;0.748
3;52;1.07
3;134;0.309
3;129;2.146
3;135;0.264
3;133;1.308
3;183;0.52
3;58;0.192
3;70;0.208
3;57;0.112
159;250;0.375
159;118;0.298
159;119;0.282
159;21;0.526
159;125;0.46
159;236;0.108
159;28;0.606
159;22;0.411
159;23;0.375
71;95;0.374
71;44;0.568
248;17;0.29
248;256;0.22
248;18;0.79
68;65;0.58
68;32;0.308
68;33;0.588
68;69;0.746
68;70;0.454
68;35;0.326
68;2;0.23
68;44;0.212
241;100;0.45
241;102;0.588
241;124;0.255
241;213;0.3
241;11;0.345
241;113;0.435
241;25;0.225
241;119;0.429
257;185;0.266
257;150;0.128
189;188;0.116
189;190;0.148
189;191;0.808
189;192;0.7
189;193;0.724
189;194;0.586
189;197;0.48
189;198;0.15
258;259;0.306
258;260;0.957
258;261;0.783
260;262;0.912
260;259;0.986
260;263;0.544
260;264;1.192
260;261;1.752
265;266;0.58
110;112;1.91
110;11;0.796
110;111;2.29
110;113;1.256
110;117;0.146
110;25;0.808
110;115;1.272
110;118;0.128
110;119;0.156
110;114;1.138
110;121;0.432
110;238;1.052
110;154;0.62
110;23;0.44
110;214;1.216
168;167;1.078
168;170;0.294
168;165;0.176
168;173;1.12
168;175;0.986
168;178;0.55
168;179;0.498
168;180;0.282
25;112;0.846
25;113;1.052
25;114;0.178
25;115;0.564
25;111;0.614
25;11;0.794
25;117;0.138
25;118;0.12
25;119;0.502
25;121;0.3
25;247;0.549
25;27;1.234
25;23;1.563
25;26;0.9
25;28;0.51
25;254;0.472
25;236;0.264
25;255;0.588
25;150;0.296
25;85;0.366
25;84;0.452
25;164;0.278
25;161;0.314
25;124;0.18
25;213;0.225
25;102;0.213
267;108;0.684
267;58;0.58
267;268;0.248
150;151;3.533
150;198;0.237
150;185;0.266
150;85;0.21
150;84;0.296
150;164;2.479
150;161;0.158
150;26;0.264
150;255;0.17
150;23;0.252
150;210;0.532
150;101;0.632
150;113;0.624
150;119;0.764
150;163;0.34
150;127;0.34
223;180;0.954
223;173;0.602
223;178;0.342
223;179;0.678
223;167;0.612
223;222;1.944
187;185;0.152
187;186;0.188
187;118;0.144
187;154;0.152
187;119;0.26
32;34;3.026
32;65;0.476
32;69;0.642
32;35;1.208
32;70;0.35
32;2;0.856
32;44;0.488
32;33;0.774
32;36;0.326
32;37;0.236
32;1;0.234
32;40;0.978
32;41;0.238
32;42;0.806
32;43;0.97
32;47;0.206
32;48;0.318
32;49;0.266
32;4;0.464
32;5;0.224
32;50;0.57
32;51;0.616
32;52;0.206
32;56;0.232
232;208;0.32
133;70;0.222
133;183;0.134
133;40;0.662
133;43;0.31
133;44;0.46
133;47;0.715
133;50;0.104
133;57;0.126
133;33;0.162
133;129;1.608
133;56;0.369
133;5;0.156
133;134;0.967
133;36;1.278
133;135;0.594
133;6;1.676
133;52;1.534
133;269;0.432
133;184;0.232
270;269;1.336
270;271;0.328
270;128;0.172
270;108;0.804
270;272;0.426
254;236;0.324
254;255;0.322
254;27;0.532
254;23;0.378
1;2;1.206
1;4;0.99
1;5;0.61
1;6;0.624
1;33;0.138
1;34;0.168
1;35;0.74
1;36;0.228
1;37;0.138
1;40;0.586
1;41;0.14
1;42;0.708
1;43;0.872
1;44;0.232
1;47;0.108
1;48;0.22
1;49;0.168
1;50;0.472
1;51;0.518
1;52;0.108
202;201;0.576
202;203;0.507
202;204;0.498
238;213;0.448
238;100;1.646
238;101;1.144
238;21;1.216
238;214;1.532
238;98;0.304
238;239;0.304
238;118;0.304
238;121;0.452
238;111;0.928
238;154;0.828
238;23;0.468
238;124;0.408
47;70;0.524
47;183;0.436
47;40;0.898
47;43;2.203
47;44;1.968
47;50;2.707
47;57;2.462
47;56;2.25
47;4;1.433
47;5;1.505
47;6;0.75
47;51;1.237
47;33;0.365
47;34;0.14
47;35;0.684
47;36;0.2
47;37;0.11
47;41;0.112
47;42;0.68
47;2;0.554
47;48;0.192
47;49;0.14
47;52;0.08
47;129;0.273
273;274;0.6
273;275;0.8
127;163;4.752
127;164;1.928
127;151;0.344
127;118;0.926
127;128;3.776
127;23;1.22
210;101;0.38
210;113;0.852
210;119;0.512
210;102;0.333
100;101;3.195
100;102;1.57
100;213;1.408
100;124;0.938
100;125;0.579
100;242;0.165
100;114;0.636
100;106;0.28
194;191;0.878
194;193;0.588
194;197;1.096
194;198;2.079
194;190;0.186
194;192;0.826
176;170;1.332
176;174;1.204
36;129;1.562
36;44;0.852
36;48;0.482
36;49;0.84
36;6;1.442
36;50;1.118
36;51;0.7
36;52;1.484
36;108;0.114
36;40;1.542
36;43;1.404
36;182;0.096
36;33;0.23
36;34;0.26
36;35;0.924
36;37;0.23
36;41;0.232
36;42;0.8
36;2;0.674
36;4;0.458
36;5;0.47
36;134;0.273
36;135;0.228
36;235;0.216
36;58;0.288
104;101;0.262
104;106;0.346
104;124;0.444
104;123;0.718
104;125;0.286
16;17;1.215
101;213;0.67
101;102;0.676
101;113;0.472
101;119;1.012
101;242;0.18
101;124;0.345
101;114;1.611
101;75;0.42
101;243;0.328
101;125;0.165
101;106;0.192
22;113;1.096
22;105;1.728
22;21;0.357
22;23;1.155
22;154;0.438
22;26;1.148
22;276;0.732
22;214;1.46
37;43;1.534
37;135;0.648
37;33;0.14
37;34;0.17
37;35;0.744
37;40;0.594
37;41;0.142
37;42;0.71
37;2;0.584
37;44;0.234
37;48;0.222
37;49;0.17
37;4;0.368
37;5;0.128
37;50;0.474
37;51;0.52
37;52;0.11
114;111;0.952
114;112;1.066
114;113;2.15
114;115;1.476
114;75;0.84
114;243;0.656
114;119;0.8
114;63;0.36
114;28;1.236
114;164;0.612
114;213;0.66
114;214;0.858
114;154;0.318
114;242;0.471
114;124;0.636
243;75;0.268
243;119;0.248
118;185;0.12
118;186;0.156
118;154;0.12
118;119;1.828
118;163;2.342
118;128;1.026
118;111;0.432
118;112;0.438
118;11;0.572
118;113;0.472
118;117;0.162
118;115;0.328
148;122;0.65
175;165;0.738
175;167;0.258
175;174;0.438
175;173;0.466
175;178;0.15
175;179;0.456
175;180;0.864
173;180;1.268
173;165;0.824
173;179;0.514
173;222;0.27
173;178;0.828
215;75;0.537
112;113;1.822
112;115;1.868
112;111;2.228
112;11;1.698
112;117;0.474
112;119;0.494
277;266;0.76
58;4;0.136
58;108;0.164
58;235;0.28
58;5;0.316
165;180;0.524
165;179;0.264
165;222;0.208
165;167;0.57
165;174;0.418
165;178;0.214
165;153;0.207
165;154;0.309
165;23;0.18
84;85;1.24
84;164;0.278
84;161;0.776
84;26;0.42
84;255;0.326
84;23;0.812
84;158;0.396
84;27;0.61
84;78;0.654
84;83;1.954
84;74;0.27
153;154;0.348
153;23;0.219
274;275;0.6
161;85;0.49
161;164;0.14
161;26;1.618
161;255;1.268
161;23;1.866
161;158;2.344
161;27;2.13
161;276;1.064
161;105;0.37
235;40;1.612
235;135;0.4
235;5;0.244
235;234;0.376
204;201;1.22
204;203;0.637
256;18;0.182
256;17;0.19
269;6;0.296
269;52;0.256
269;108;1.128
269;272;0.588
26;276;1.168
26;214;1.4
26;85;0.334
26;164;0.246
26;255;0.806
26;23;0.912
26;158;0.94
26;27;1.508
26;28;0.51
278;279;1.04
125;123;0.996
125;124;0.792
125;213;0.153
125;102;0.189
125;21;0.886
125;236;0.468
125;28;0.966
203;201;0.421
203;280;0.5
154;121;0.32
154;111;0.558
154;23;1.391
154;214;1.732
154;158;0.882
154;185;0.128
154;186;0.164
154;119;0.236
154;276;0.28
185;119;0.515
185;186;0.164
124;213;0.255
124;102;0.243
124;11;0.3
124;113;0.39
124;119;0.384
124;242;0.165
48;129;0.278
48;44;0.666
48;49;0.902
48;6;0.35
48;50;0.966
48;51;1.396
48;52;0.512
48;108;0.184
48;33;0.222
48;34;0.252
48;35;1.56
48;40;0.922
48;41;0.224
48;42;0.792
48;43;0.956
48;2;1.488
48;4;0.882
48;5;0.792
48;138;0.47
48;57;0.246
65;33;0.714
65;69;0.914
65;70;0.622
65;35;0.368
65;2;0.272
65;44;0.254
65;121;0.316
65;29;0.39
163;21;0.594
163;164;2.328
163;151;0.344
163;119;0.508
56;33;0.607
56;129;0.357
56;5;2.343
56;43;1.251
56;44;1.506
56;4;1.599
56;6;1.254
56;50;2.865
56;57;3.042
56;51;1.251
56;34;1.836
56;121;0.442
281;282;0.5
281;283;0.48
28;21;1.032
28;236;0.614
28;27;0.57
28;63;0.258
28;115;0.498
183;129;0.4
183;6;0.4
183;70;0.228
183;40;0.128
183;43;0.316
183;44;0.466
183;50;0.11
183;57;0.132
284;285;1.264
113;115;1.194
113;111;1.308
113;11;1.708
113;117;0.49
113;119;1.668
113;105;0.852
113;164;0.924
113;213;1.455
113;214;0.98
113;102;0.846
72;33;0.94
72;34;0.8
72;70;0.15
279;275;1.04
279;134;0.2
33;69;0.616
33;70;0.584
33;34;1.294
33;35;0.744
33;40;0.594
33;41;0.142
33;42;0.71
33;43;0.874
33;2;0.584
33;44;0.234
33;49;0.17
33;4;0.368
33;5;0.422
33;50;0.474
33;51;0.52
33;52;0.11
33;129;0.15
50;129;0.794
50;44;3.167
50;49;1.324
50;6;1.655
50;51;1.967
50;52;1.254
50;108;0.354
50;43;2.819
50;182;0.198
50;70;0.198
50;40;2.028
50;57;2.748
50;34;0.504
50;35;1.412
50;41;0.476
50;42;1.044
50;2;0.918
50;4;2.181
50;5;2.067
158;255;0.684
158;27;1.65
158;23;1.116
158;276;0.668
158;105;1.632
158;85;0.196
236;21;0.534
236;255;0.114
236;27;0.324
236;23;0.17
40;135;0.988
40;234;1.744
40;129;0.636
40;6;0.468
40;52;0.954
40;34;0.714
40;35;3.044
40;41;0.602
40;42;2.874
40;43;3.834
40;2;2.37
40;44;1.424
40;49;0.714
40;4;1.506
40;5;0.546
40;51;2.114
40;70;0.216
40;57;0.12
219;220;0.964
41;34;0.172
41;35;0.748
41;42;0.712
41;43;0.876
41;2;0.586
41;44;0.236
41;49;0.172
41;4;0.37
41;5;0.13
41;51;0.522
41;52;0.112
49;129;0.688
49;44;1.024
49;6;0.76
49;51;1.12
49;52;0.87
49;108;0.594
49;34;0.2
49;35;0.804
49;42;0.74
49;43;0.904
49;2;0.614
49;4;0.398
49;5;0.158
255;27;1.034
255;23;0.73
255;85;0.24
255;164;0.152
255;276;0.24
102;213;0.492
102;11;0.333
102;119;0.417
129;134;0.375
129;135;0.33
129;6;2.936
129;52;1.674
129;5;1.064
129;43;0.572
129;182;0.228
129;44;0.768
129;51;0.198
129;108;0.222
246;69;0.686
34;35;0.804
34;42;0.74
34;43;0.904
34;2;0.614
34;44;0.264
34;4;0.398
34;5;0.158
34;51;0.55
34;52;0.14
286;287;0.23
286;288;0.16
140;141;0.6
263;262;2.42
263;259;1.422
263;264;1.41
83;78;0.99
83;74;0.46
83;85;0.664
57;70;0.22
57;43;1.268
57;44;1.928
57;138;0.204
57;4;1.656
57;5;1.782
57;6;0.966
57;51;0.96
178;180;0.244
178;167;0.318
289;208;0.6
247;121;0.525
247;27;0.447
247;23;1.062
276;27;0.696
276;23;0.544
276;214;1.968
4;138;0.304
4;2;1.22
4;5;1.593
4;6;1.074
4;43;1.66
4;44;1.275
4;51;1.306
4;35;1.2
4;42;0.938
4;52;0.338
6;52;1.818
6;134;0.351
6;135;0.306
6;5;1.716
6;44;1.308
6;51;0.483
6;108;0.294
6;2;0.408
6;43;0.785
6;182;0.228
261;264;1.09
105;27;0.092
105;23;0.196
85;164;0.192
85;23;0.526
85;27;0.41
85;74;0.884
85;78;0.444
17;227;0.46
145;146;1.71
170;167;0.762
170;174;0.504
5;43;1.483
5;44;1.098
5;51;1.381
5;2;1.28
5;35;0.99
5;42;0.698
5;52;0.098
193;188;0.512
193;190;0.448
193;191;0.906
193;192;0.378
193;197;0.36
193;198;0.24
146;253;0.154
290;291;0.2
184;134;0.304
69;35;0.632
69;70;0.788
69;2;0.536
69;44;0.518
262;259;1.79
262;264;2.178
192;188;0.306
192;190;0.514
192;191;0.542
192;198;0.532
192;197;0.228
128;23;1.416
74;75;1.246
74;78;0.24
42;35;1.884
42;43;1.444
42;2;1.154
42;44;0.804
42;51;1.09
42;52;0.68
134;135;0.237
134;52;0.237
134;251;0.26
43;70;0.404
43;44;2.651
43;182;0.424
43;52;1.39
43;35;2.212
43;2;1.318
43;51;1.464
43;135;0.212
287;288;0.11
287;292;0.503
197;190;0.436
197;191;1.906
197;198;1.017
35;2;2.51
35;44;1.282
35;51;1.826
35;52;0.684
35;70;0.372
293;285;0.432
164;21;0.7
164;151;1.372
164;23;0.234
164;213;0.472
164;214;0.452
108;268;0.216
108;272;1.798
108;44;0.294
108;51;0.104
108;52;0.264
266;294;1.06
266;295;0.66
186;119;0.272
135;52;0.192
292;288;0.254
264;259;1.2
119;111;0.46
119;11;1.102
119;117;0.19
119;115;0.356
119;213;0.429
119;75;0.34
295;294;2.32
121;111;0.37
121;23;0.953
121;214;0.308
121;27;0.198
11;111;1.148
11;117;0.608
11;115;0.94
11;8;0.408
11;9;0.408
11;213;0.345
27;23;2.447
21;214;0.728
21;98;0.304
21;239;0.304
