Source;Target;Weight
233;234;0.8
235;208;0.8
236;202;3.2
71;70;7.2
71;237;0.8
71;72;0.8
71;73;0.8
238;239;0.8
240;241;1.6
78;79;8
78;6;0.8
222;242;3.2
243;244;0.8
243;245;0.8
243;246;0.8
191;192;1.6
191;193;1.6
191;247;1.6
30;29;4.8
30;248;8
30;249;8
250;251;0.8
40;252;1.6
40;62;0.8
40;37;1.6
40;38;1.6
40;39;1.6
40;41;0.8
253;254;1.6
253;226;0.8
93;91;1.6
93;92;1.6
56;57;0.8
56;58;0.8
56;251;1.6
56;118;1.6
255;165;2.4
255;227;10.4
256;24;1.6
256;25;1.6
256;26;1.6
257;228;0.8
58;57;0.8
224;258;1.6
224;226;1.6
8;229;0.8
8;111;1.6
91;92;1.6
259;1;2.4
259;45;1.6
70;237;0.8
70;72;1.6
70;73;1.6
260;251;0.8
260;261;0.8
262;263;0.8
172;159;1.6
172;1;1.6
264;265;1.6
264;266;2.4
264;57;0.8
267;83;16.8
267;268;2.4
267;215;0.8
269;206;3.2
140;139;4.8
140;270;2.4
140;271;0.8
212;210;1.6
212;272;0.8
273;274;0.8
273;275;0.8
276;277;3.2
52;180;3.2
45;1;2.4
45;29;1.6
45;249;3.2
278;279;0.8
278;280;0.8
138;134;1.6
138;271;0.8
138;281;0.8
138;135;0.8
282;180;0.8
282;283;20.8
282;284;12
282;152;4.8
282;26;8
282;285;8.8
282;286;1.6
282;287;1.6
282;107;2.4
282;288;6.4
251;118;1.6
251;261;0.8
289;116;1.6
290;208;0.8
200;6;2.4
200;110;2.4
249;291;10.4
249;248;8
249;171;1.6
249;292;0.8
158;159;0.8
158;160;0.8
55;162;0.8
178;106;0.8
293;185;0.8
293;294;0.8
293;184;0.8
295;279;3.2
295;280;0.8
182;64;0.8
182;106;0.8
121;123;0.8
121;124;0.8
296;297;0.8
215;83;0.8
215;268;0.8
266;298;3.2
266;192;6.4
266;265;1.6
266;299;6.4
266;57;11.2
266;18;0.8
266;300;2.4
239;301;0.8
186;184;1.6
186;185;1.6
186;79;1.6
283;265;5.6
283;302;5.6
283;284;8
283;152;9.6
283;26;5.6
283;285;4
283;303;0.8
283;180;0.8
283;288;4.8
165;168;4
165;16;0.8
165;167;1.6
165;227;1.6
165;169;2.4
304;228;1.6
247;193;1.6
247;192;0.8
135;134;0.8
135;137;0.8
6;79;0.8
6;110;13.6
6;111;0.8
6;1;14.4
6;2;14.4
6;142;0.8
6;171;1.6
144;137;4
144;279;0.8
31;1;3.2
194;305;0.8
194;192;2.4
194;193;2.4
143;142;1.6
143;139;0.8
306;303;0.8
306;107;0.8
306;286;0.8
306;265;0.8
231;280;5.6
231;274;0.8
231;279;0.8
17;18;1.6
307;234;0.8
110;111;0.8
110;171;1.6
275;308;0.8
275;274;0.8
309;310;0.8
309;311;3.2
312;229;3.2
92;313;1.6
92;314;2.4
32;315;0.8
32;1;0.8
32;29;0.8
286;265;4
286;187;2.4
286;284;1.6
286;303;0.8
286;107;0.8
244;270;0.8
244;226;0.8
244;245;0.8
244;246;0.8
29;219;1.6
29;46;3.2
29;1;0.8
29;34;1.6
294;184;1.6
294;185;1.6
294;79;0.8
316;237;1.6
265;302;5.6
271;281;0.8
271;270;0.8
258;226;1.6
313;314;1.6
317;208;4
318;319;1.6
320;24;1.6
320;26;0.8
300;57;0.8
300;192;0.8
321;208;0.8
184;261;1.6
184;185;12.8
184;79;10.4
184;322;0.8
184;323;0.8
184;187;0.8
227;168;0.8
192;193;14.4
192;299;4.8
192;324;4.8
192;57;0.8
284;152;2.4
284;26;2.4
284;285;6.4
1;2;16
1;3;0.8
1;325;1.6
1;34;0.8
1;326;5.6
1;159;7.2
1;327;0.8
1;291;1.6
1;142;0.8
328;280;4
328;329;0.8
187;185;0.8
187;79;0.8
245;246;0.8
329;280;0.8
139;134;1.6
139;270;0.8
139;142;0.8
16;15;0.8
16;167;0.8
16;168;0.8
326;159;5.6
326;327;0.8
168;167;6.4
168;219;4
168;228;4
322;185;0.8
322;79;0.8
41;37;0.8
41;38;0.8
41;39;0.8
274;279;1.6
330;150;1.6
330;95;1.6
83;84;1.6
83;268;3.2
57;298;4
57;299;1.6
57;18;0.8
252;37;0.8
159;327;0.8
159;160;0.8
3;280;2.4
171;248;0.8
171;292;0.8
280;279;4
280;331;0.8
280;332;2.4
323;185;0.8
323;261;0.8
323;79;0.8
226;254;0.8
123;124;0.8
150;95;2.4
150;149;0.8
79;185;10.4
79;261;0.8
38;37;6.4
38;39;1.6
11;103;0.8
11;333;0.8
142;2;0.8
105;106;1.6
26;24;14.4
26;25;4.8
26;107;5.6
26;152;4
26;95;0.8
155;64;0.8
25;24;5.6
334;335;4
153;336;0.8
285;152;2.4
285;193;0.8
285;288;1.6
146;81;2.4
219;228;4
324;193;6.4
37;64;0.8
37;39;1.6
261;185;1.6
95;107;0.8
64;106;0.8
64;156;0.8
64;157;0.8
157;156;0.8
24;107;0.8
106;160;0.8
134;137;0.8
299;18;0.8
137;279;0.8
337;206;0.8
303;107;0.8
