Source;Target;Weight
208;198;0.846
525;40;0.0044
525;553;0.0044
525;526;0.0022
525;527;0.0022
89;15;0.0198
89;232;0.0044
89;96;0.011
89;119;0.011
89;98;0.0022
89;12;0.0022
89;101;0.0044
89;102;0.0022
572;408;0.0044
572;327;0.0044
572;69;0.0022
572;155;0.0022
158;62;0.94
158;63;0.8
158;156;0.15
158;15;0.0022
589;323;0.0044
474;561;0.0022
474;330;0.0022
401;549;1.04
401;231;0.2154
401;15;0.011
488;15;0.0022
488;304;0.0022
62;155;0.616
62;156;0.584
62;63;1.294
62;64;0.744
62;69;0.594
62;12;0.142
62;70;0.71
62;71;0.874
62;2;0.584
62;72;0.234
62;77;0.17
62;4;0.368
62;5;0.422
62;78;0.474
62;79;0.52
62;13;0.11
62;228;0.15
78;228;0.794
78;72;3.167
78;77;1.324
78;6;1.655
78;79;1.967
78;13;1.254
78;203;0.354
78;71;2.819
78;304;0.198
78;156;0.198
78;69;2.028
78;84;2.748
78;63;0.504
78;64;1.412
78;12;0.476
78;70;1.044
78;2;0.918
78;4;2.181
78;5;2.067
9;416;0.0022
381;404;0.0022
381;98;0.0022
554;563;0.0022
554;553;0.0022
544;40;0.0044
590;580;0.0022
276;517;0.684
276;50;1.65
276;46;1.116
276;227;0.668
276;201;1.632
276;174;0.196
397;340;0.0044
397;36;0.0022
397;341;0.0022
397;141;0.0022
397;556;0.0176
423;44;0.534
423;517;0.114
423;50;0.324
423;46;0.17
423;486;0.011
423;15;0.0022
423;524;0.0022
569;529;0.0022
569;591;0.0044
569;136;0.0044
102;98;0.0022
102;409;0.0044
102;15;0.0022
592;55;0.0044
592;57;0.0022
428;140;0.0022
428;463;0.0022
593;486;0.0022
119;594;0.0022
408;529;0.0044
408;327;0.0352
408;459;0.0044
408;69;0.0264
408;155;0.0286
408;595;0.0022
408;596;0.0022
408;409;0.0022
69;232;0.988
69;444;1.744
69;228;0.636
69;6;0.468
69;13;0.954
69;63;0.714
69;64;3.044
69;12;0.602
69;70;2.874
69;71;3.834
69;2;2.37
69;72;1.424
69;77;0.714
69;4;1.506
69;5;0.546
69;79;2.114
69;156;0.216
69;84;0.12
69;327;0.0264
69;459;0.0044
69;155;0.0286
69;595;0.0022
69;596;0.0022
69;529;0.0022
69;409;0.0022
69;15;0.0022
69;330;0.0022
416;15;0.0044
416;341;0.0022
532;15;0.0022
463;464;0.0396
463;159;0.0132
463;597;0.0132
463;15;0.0132
463;140;0.0022
98;358;0.964
98;421;0.0066
98;57;0.0066
98;509;0.0198
98;413;0.0022
98;409;0.0022
98;330;0.011
98;405;0.0022
98;101;0.0022
98;15;0.0088
98;36;0.0088
98;598;0.0066
98;341;0.0022
98;141;0.0022
98;339;0.0022
12;63;0.172
12;64;0.748
12;70;0.712
12;71;0.8782
12;2;0.586
12;72;0.236
12;77;0.172
12;4;0.37
12;5;0.13
12;79;0.522
12;13;0.156
12;14;0.0044
12;15;0.033
12;261;0.0022
12;422;0.0022
12;599;0.0044
12;101;0.0022
12;84;0.0154
12;235;0.0198
12;413;0.0044
12;116;0.0022
12;446;0.0022
12;425;0.0022
12;388;0.0022
77;228;0.688
77;72;1.024
77;6;0.76
77;79;1.12
77;13;0.87
77;203;0.594
77;63;0.2
77;64;0.804
77;70;0.74
77;71;0.904
77;2;0.614
77;4;0.398
77;5;0.158
414;415;0.011
414;515;0.0022
517;50;1.034
517;46;0.73
517;174;0.24
517;284;0.152
517;227;0.24
198;346;0.492
198;11;0.333
198;214;0.417
409;327;0.0022
409;155;0.0022
409;15;0.0022
228;231;0.375
228;232;0.33
228;6;2.936
228;13;1.674
228;5;1.064
228;71;0.572
228;304;0.228
228;72;0.768
228;79;0.198
228;203;0.222
228;15;0.0044
228;405;0.0022
526;527;0.0022
515;415;0.0022
477;155;0.686
384;379;0.0044
384;553;0.0022
384;388;0.0022
63;64;0.804
63;70;0.74
63;71;0.904
63;2;0.614
63;72;0.264
63;4;0.398
63;5;0.158
63;79;0.55
63;13;0.14
34;600;0.23
34;33;0.1622
34;445;0.0022
34;330;0.0022
267;15;0.0088
21;18;0.0022
21;20;0.0022
244;245;0.6
538;111;2.42
538;533;1.422
538;110;1.41
422;261;0.0066
422;15;0.0022
422;404;0.0022
172;167;0.99
172;163;0.46
172;174;0.664
84;156;0.22
84;71;1.2702
84;72;1.928
84;235;0.2194
84;4;1.656
84;5;1.782
84;6;0.966
84;79;0.96
524;367;0.0044
524;415;0.0044
301;149;0.244
301;290;0.318
330;15;0.022
330;445;0.0176
330;405;0.0022
330;561;0.0022
330;232;0.011
330;510;0.011
330;601;0.0022
330;602;0.0066
595;327;0.0022
595;155;0.0022
114;335;0.6
114;110;0.0022
114;111;0.0022
114;112;0.0022
484;216;0.525
484;50;0.447
484;46;1.062
256;396;0.0044
256;255;0.0044
227;50;0.696
227;46;0.544
227;347;1.968
227;226;0.0044
227;551;0.0088
116;15;0.0044
116;52;0.0022
116;4;0.0022
116;2;0.0022
446;15;0.0022
140;470;0.011
140;15;0.0176
140;159;0.0044
140;36;0.0022
481;404;0.0088
481;156;0.0022
4;235;0.304
4;2;1.2222
4;5;1.593
4;6;1.074
4;71;1.66
4;72;1.275
4;79;1.306
4;64;1.2
4;70;0.938
4;13;0.338
4;288;0.0022
6;13;1.818
6;231;0.351
6;232;0.306
6;5;1.716
6;72;1.308
6;79;0.483
6;203;0.294
6;2;0.408
6;71;0.785
6;304;0.228
323;2;0.0022
534;110;1.0922
235;71;0.0022
235;302;0.0022
14;101;0.0022
14;15;0.0022
14;415;0.0066
288;363;0.0022
288;459;0.0022
288;498;0.0022
415;367;0.011
415;424;0.0044
415;603;0.0022
415;604;0.0066
415;2;0.0022
596;327;0.0022
596;529;0.0022
596;155;0.0022
201;50;0.092
201;46;0.196
174;284;0.192
174;46;0.526
174;50;0.41
174;163;0.884
174;167;0.444
136;15;0.0044
40;379;0.46
40;15;0.0022
40;537;0.0022
354;164;0.0022
248;249;1.71
293;290;0.762
293;297;0.504
287;232;0.0066
5;71;1.483
5;72;1.098
5;79;1.381
5;2;1.28
5;64;0.99
5;70;0.698
5;13;0.098
315;310;0.512
315;312;0.448
315;313;0.906
315;314;0.378
315;319;0.36
315;320;0.24
249;424;0.154
396;255;0.2066
396;395;0.0022
101;231;0.304
101;15;0.0286
155;64;0.632
155;156;0.788
155;2;0.536
155;72;0.518
155;327;0.0286
155;459;0.0044
155;529;0.0022
155;15;0.0022
111;533;1.79
111;110;2.1956
111;112;0.0044
28;214;0.0022
28;605;0.0022
388;13;0.0022
388;15;0.0022
314;310;0.306
314;312;0.514
314;313;0.542
314;320;0.532
314;319;0.228
314;290;0.0044
15;470;0.0044
15;132;0.011
15;379;0.0066
15;261;0.0022
15;529;0.0044
15;510;0.0088
15;599;0.0044
15;232;0.0066
15;404;0.0044
15;367;0.0044
15;304;0.0022
15;341;0.0132
15;239;0.0022
15;338;0.0066
15;36;0.0044
15;339;0.0022
15;141;0.0044
15;445;0.0022
15;555;0.0132
15;13;0.0066
15;597;0.0132
15;464;0.0132
15;606;0.0022
15;598;0.0044
226;46;1.416
57;55;0.0396
57;56;0.0132
57;217;0.0154
57;421;0.011
57;255;0.0022
163;164;1.246
163;167;0.24
70;64;1.884
70;71;1.444
70;2;1.154
70;72;0.804
70;79;1.09
70;13;0.68
555;341;0.0022
555;510;0.0044
432;149;0.0022
56;55;0.0154
231;232;0.237
231;13;0.237
231;445;0.26
71;156;0.404
71;72;2.651
71;304;0.424
71;13;1.39
71;64;2.212
71;2;1.318
71;79;1.464
71;232;0.212
405;55;0.0044
19;341;0.0022
600;33;0.11
600;597;0.503
319;312;0.436
319;313;1.917
319;320;1.017
64;2;2.51
64;72;1.282
64;79;1.826
64;13;0.684
64;156;0.372
607;553;0.0044
608;588;0.432
430;580;0.0022
284;44;0.7
284;261;1.372
284;46;0.234
284;346;0.472
284;347;0.452
203;543;0.216
203;510;1.798
203;72;0.294
203;79;0.104
203;13;0.264
425;529;0.0044
425;13;0.0022
425;219;0.0022
425;367;0.0044
425;427;0.0044
509;556;1.06
509;470;0.66
509;421;0.0066
509;464;0.0022
509;239;0.0044
307;214;0.272
339;338;0.0022
339;141;0.0044
391;219;0.0066
232;13;0.192
232;510;0.011
597;33;0.254
597;464;0.0176
110;533;1.2
110;149;0.0022
110;112;0.0044
214;206;0.46
214;11;1.102
214;212;0.19
214;210;0.356
214;346;0.429
214;164;0.34
470;556;2.32
216;206;0.37
216;46;0.953
216;347;0.308
216;50;0.198
11;206;1.148
11;212;0.608
11;210;0.94
11;8;0.408
11;9;0.408
11;346;0.345
50;46;2.447
529;327;0.0044
529;363;0.0022
44;347;0.728
44;194;0.304
44;450;0.304
44;213;0.304
44;46;0.39
255;126;0.0022
255;217;0.0022
320;313;1.35
320;312;1.216
320;310;0.132
320;261;0.453
347;46;1.324
347;194;0.06
347;450;0.12
347;213;0.06
347;206;0.546
347;346;0.5
486;2;0.0022
573;367;0.0022
149;302;1.464
149;373;2.3
149;290;1.3462
149;433;0.0022
149;434;0.0022
304;72;0.232
304;13;0.202
210;206;1.54
210;212;0.346
210;144;0.12
79;72;1.349
79;13;0.73
79;2;1.456
434;433;0.0022
13;72;0.988
13;2;0.554
55;217;0.0022
290;297;0.44
290;302;0.6802
290;373;1.944
290;313;0.488
379;41;0.0022
212;206;0.45
46;206;0.378
604;2;0.0022
302;373;2.194
404;156;0.0022
310;312;0.78
310;313;0.084
498;459;0.0022
327;459;0.0044
312;313;1.724
609;506;0.264
340;433;1.13
340;141;0.5322
340;36;0.0022
340;341;0.0044
159;36;0.0022
41;367;0.0022
156;2;0.276
156;72;0.812
610;483;0.0022
427;367;0.0044
2;72;0.932
543;510;0.598
20;18;0.0022
433;141;1.08
36;338;0.0088
36;341;0.0088
36;141;0.0088
338;141;0.0022
549;217;0.0022
341;141;0.0044
